REFERENCE	 DEGRADED	 PESQMOS	 SAMPLE_FREQ
 g729char\exp3\original\o\o_f02s54.src	 g729char\exp3\coded\o\oe3f9e08.out	2.675	16000
 g729char\exp3\original\o\o_m01s54.src	 g729char\exp3\coded\o\oe3m0808.out	2.914	16000
 g729char\exp3\original\o\o_m02s54.src	 g729char\exp3\coded\o\oe3m3a08.out	2.725	16000
 g729char\exp3\original\o\o_f01s55.src	 g729char\exp3\coded\o\oe3f6d09.out	2.351	16000
 g729char\exp3\original\o\o_f02s55.src	 g729char\exp3\coded\o\oe3f9f09.out	2.88	16000
 g729char\exp3\original\o\o_m01s55.src	 g729char\exp3\coded\o\oe3m0909.out	2.95	16000
 g729char\exp3\original\o\o_m02s55.src	 g729char\exp3\coded\o\oe3m3b09.out	2.11	16000
 g729char\exp3\original\o\o_f01s56.src	 g729char\exp3\coded\o\oe3f6e10.out	2.065	16000
 g729char\exp3\original\o\o_f02s56.src	 g729char\exp3\coded\o\oe3fa010.out	2.523	16000
 g729char\exp3\original\o\o_m01s56.src	 g729char\exp3\coded\o\oe3m0a10.out	2.382	16000
 g729char\exp3\original\o\o_m02s56.src	 g729char\exp3\coded\o\oe3m3c10.out	2.823	16000
 g729char\exp3\original\o\o_f01s57.src	 g729char\exp3\coded\o\oe3f6f11.out	2.64	16000
 g729char\exp3\original\o\o_f02s57.src	 g729char\exp3\coded\o\oe3fa111.out	2.831	16000
 g729char\exp3\original\o\o_m01s57.src	 g729char\exp3\coded\o\oe3m0b11.out	2.694	16000
 g729char\exp3\original\o\o_m02s57.src	 g729char\exp3\coded\o\oe3m3d11.out	2.857	16000
 g729char\exp3\original\o\o_f01s58.src	 g729char\exp3\coded\o\oe3f7012.out	2.474	16000
 g729char\exp3\original\o\o_f02s58.src	 g729char\exp3\coded\o\oe3fa212.out	2.47	16000
 g729char\exp3\original\o\o_m01s58.src	 g729char\exp3\coded\o\oe3m0c12.out	2.739	16000
 g729char\exp3\original\o\o_m02s58.src	 g729char\exp3\coded\o\oe3m3e12.out	2.797	16000
 g729char\exp3\original\o\o_f01s59.src	 g729char\exp3\coded\o\oe3f7113.out	2.31	16000
 g729char\exp3\original\o\o_f02s59.src	 g729char\exp3\coded\o\oe3fa313.out	2.455	16000
 g729char\exp3\original\o\o_m01s59.src	 g729char\exp3\coded\o\oe3m0d13.out	2.459	16000
 g729char\exp3\original\o\o_m02s59.src	 g729char\exp3\coded\o\oe3m3f13.out	2.478	16000
 g729char\exp3\original\o\o_f01s60.src	 g729char\exp3\coded\o\oe3f7214.out	2.565	16000
 g729char\exp3\original\o\o_f02s60.src	 g729char\exp3\coded\o\oe3fa414.out	2.554	16000
 g729char\exp3\original\o\o_m01s60.src	 g729char\exp3\coded\o\oe3m0e14.out	2.369	16000
 g729char\exp3\original\o\o_m02s60.src	 g729char\exp3\coded\o\oe3m4014.out	2.485	16000
 g729char\exp3\original\o\o_f01s61.src	 g729char\exp3\coded\o\oe3f7315.out	2.202	16000
 g729char\exp3\original\o\o_f02s61.src	 g729char\exp3\coded\o\oe3fa515.out	2.069	16000
 g729char\exp3\original\o\o_m01s61.src	 g729char\exp3\coded\o\oe3m0f15.out	2.19	16000
 g729char\exp3\original\o\o_m02s61.src	 g729char\exp3\coded\o\oe3m4115.out	2.349	16000
 g729char\exp3\original\o\o_f01s62.src	 g729char\exp3\coded\o\oe3f7416.out	2.748	16000
 g729char\exp3\original\o\o_f02s62.src	 g729char\exp3\coded\o\oe3fa616.out	2.948	16000
 g729char\exp3\original\o\o_m01s62.src	 g729char\exp3\coded\o\oe3m1016.out	3.015	16000
 g729char\exp3\original\o\o_m02s62.src	 g729char\exp3\coded\o\oe3m4216.out	2.889	16000
 g729char\exp3\original\o\o_f01s63.src	 g729char\exp3\coded\o\oe3f7517.out	2.554	16000
 g729char\exp3\original\o\o_f02s63.src	 g729char\exp3\coded\o\oe3fa717.out	2.63	16000
 g729char\exp3\original\o\o_m01s63.src	 g729char\exp3\coded\o\oe3m1117.out	2.773	16000
 g729char\exp3\original\o\o_m02s63.src	 g729char\exp3\coded\o\oe3m4317.out	2.816	16000
 g729char\exp3\original\o\o_f01s64.src	 g729char\exp3\coded\o\oe3f7618.out	2.741	16000
 g729char\exp3\original\o\o_f02s64.src	 g729char\exp3\coded\o\oe3fa818.out	2.555	16000
 g729char\exp3\original\o\o_m01s64.src	 g729char\exp3\coded\o\oe3m1218.out	2.731	16000
 g729char\exp3\original\o\o_m02s64.src	 g729char\exp3\coded\o\oe3m4418.out	2.654	16000
 g729char\exp3\original\o\o_f01s65.src	 g729char\exp3\coded\o\oe3f7719.out	2.381	16000
 g729char\exp3\original\o\o_f02s65.src	 g729char\exp3\coded\o\oe3fa919.out	2.348	16000
 g729char\exp3\original\o\o_m01s65.src	 g729char\exp3\coded\o\oe3m1319.out	2.843	16000
 g729char\exp3\original\o\o_m02s65.src	 g729char\exp3\coded\o\oe3m4519.out	2.552	16000
 g729char\exp3\original\o\o_f01s66.src	 g729char\exp3\coded\o\oe3f7820.out	2.2	16000
 g729char\exp3\original\o\o_f02s66.src	 g729char\exp3\coded\o\oe3faa20.out	2.585	16000
 g729char\exp3\original\o\o_m01s66.src	 g729char\exp3\coded\o\oe3m1420.out	2.927	16000
 g729char\exp3\original\o\o_m02s66.src	 g729char\exp3\coded\o\oe3m4620.out	2.567	16000
 g729char\exp3\original\o\o_f01s67.src	 g729char\exp3\coded\o\oe3f7921.out	3.149	16000
 g729char\exp3\original\o\o_f02s67.src	 g729char\exp3\coded\o\oe3fab21.out	2.94	16000
 g729char\exp3\original\o\o_m01s67.src	 g729char\exp3\coded\o\oe3m1521.out	2.661	16000
 g729char\exp3\original\o\o_m02s67.src	 g729char\exp3\coded\o\oe3m4721.out	3.243	16000
 g729char\exp3\original\o\o_f01s68.src	 g729char\exp3\coded\o\oe3f7a22.out	2.771	16000
 g729char\exp3\original\o\o_f02s68.src	 g729char\exp3\coded\o\oe3fac22.out	2.639	16000
 g729char\exp3\original\o\o_m01s68.src	 g729char\exp3\coded\o\oe3m1622.out	2.428	16000
 g729char\exp3\original\o\o_m02s68.src	 g729char\exp3\coded\o\oe3m4822.out	2.896	16000
 g729char\exp3\original\o\o_f01s69.src	 g729char\exp3\coded\o\oe3f7b23.out	2.398	16000
 g729char\exp3\original\o\o_f02s69.src	 g729char\exp3\coded\o\oe3fad23.out	2.501	16000
 g729char\exp3\original\o\o_m01s69.src	 g729char\exp3\coded\o\oe3m1723.out	2.376	16000
 g729char\exp3\original\o\o_m02s69.src	 g729char\exp3\coded\o\oe3m4923.out	2.824	16000
 g729char\exp3\original\o\o_f01s70.src	 g729char\exp3\coded\o\oe3f7c24.out	2.529	16000
 g729char\exp3\original\o\o_f02s70.src	 g729char\exp3\coded\o\oe3fae24.out	1.899	16000
 g729char\exp3\original\o\o_m01s70.src	 g729char\exp3\coded\o\oe3m1824.out	2.716	16000
 g729char\exp3\original\o\o_m02s70.src	 g729char\exp3\coded\o\oe3m4a24.out	2.416	16000
 g729char\exp3\original\o\o_f01s71.src	 g729char\exp3\coded\o\oe3f7d25.out	2.202	16000
 g729char\exp3\original\o\o_f02s71.src	 g729char\exp3\coded\o\oe3faf25.out	2.698	16000
 g729char\exp3\original\o\o_m01s71.src	 g729char\exp3\coded\o\oe3m1925.out	2.232	16000
 g729char\exp3\original\o\o_m02s71.src	 g729char\exp3\coded\o\oe3m4b25.out	1.922	16000
 g729char\exp3\original\o\o_f01s72.src	 g729char\exp3\coded\o\oe3f7e26.out	2.795	16000
 g729char\exp3\original\o\o_f02s72.src	 g729char\exp3\coded\o\oe3fb026.out	1.916	16000
 g729char\exp3\original\o\o_m01s72.src	 g729char\exp3\coded\o\oe3m1a26.out	2.1	16000
 g729char\exp3\original\o\o_m02s72.src	 g729char\exp3\coded\o\oe3m4c26.out	2.2	16000
 g729char\exp3\original\o\o_f01s73.src	 g729char\exp3\coded\o\oe3f7f27.out	2.693	16000
 g729char\exp3\original\o\o_f02s73.src	 g729char\exp3\coded\o\oe3fb127.out	2.649	16000
 g729char\exp3\original\o\o_m01s73.src	 g729char\exp3\coded\o\oe3m1b27.out	2.554	16000
 g729char\exp3\original\o\o_m02s73.src	 g729char\exp3\coded\o\oe3m4d27.out	2.811	16000
 g729char\exp3\original\o\o_f01s74.src	 g729char\exp3\coded\o\oe3f8028.out	1.989	16000
 g729char\exp3\original\o\o_f02s74.src	 g729char\exp3\coded\o\oe3fb228.out	2.293	16000
 g729char\exp3\original\o\o_m01s74.src	 g729char\exp3\coded\o\oe3m1c28.out	2.322	16000
 g729char\exp3\original\o\o_m02s74.src	 g729char\exp3\coded\o\oe3m4e28.out	2.353	16000
 g729char\exp3\original\o\o_f01s75.src	 g729char\exp3\coded\o\oe3f8129.out	3.111	16000
 g729char\exp3\original\o\o_f02s75.src	 g729char\exp3\coded\o\oe3fb329.out	3.064	16000
 g729char\exp3\original\o\o_m01s75.src	 g729char\exp3\coded\o\oe3m1d29.out	3.409	16000
 g729char\exp3\original\o\o_m02s75.src	 g729char\exp3\coded\o\oe3m4f29.out	3.232	16000
 g729char\exp3\original\o\o_f01s76.src	 g729char\exp3\coded\o\oe3f8230.out	2.64	16000
 g729char\exp3\original\o\o_f02s76.src	 g729char\exp3\coded\o\oe3fb430.out	2.343	16000
 g729char\exp3\original\o\o_m01s76.src	 g729char\exp3\coded\o\oe3m1e30.out	2.915	16000
 g729char\exp3\original\o\o_m02s76.src	 g729char\exp3\coded\o\oe3m5030.out	2.932	16000
 g729char\exp3\original\o\o_f01s77.src	 g729char\exp3\coded\o\oe3f8331.out	2.294	16000
 g729char\exp3\original\o\o_f02s77.src	 g729char\exp3\coded\o\oe3fb531.out	2.391	16000
 g729char\exp3\original\o\o_m01s77.src	 g729char\exp3\coded\o\oe3m1f31.out	2.694	16000
 g729char\exp3\original\o\o_m02s77.src	 g729char\exp3\coded\o\oe3m5131.out	2.76	16000
 g729char\exp3\original\o\o_f01s78.src	 g729char\exp3\coded\o\oe3f8432.out	2.142	16000
 g729char\exp3\original\o\o_f02s78.src	 g729char\exp3\coded\o\oe3fb632.out	2.14	16000
 g729char\exp3\original\o\o_m01s78.src	 g729char\exp3\coded\o\oe3m2032.out	2.253	16000
 g729char\exp3\original\o\o_m02s78.src	 g729char\exp3\coded\o\oe3m5232.out	2.362	16000
 g729char\exp3\original\o\o_f01s79.src	 g729char\exp3\coded\o\oe3f8533.out	2.914	16000
 g729char\exp3\original\o\o_f02s79.src	 g729char\exp3\coded\o\oe3fb733.out	3.257	16000
 g729char\exp3\original\o\o_m01s79.src	 g729char\exp3\coded\o\oe3m2133.out	3.125	16000
 g729char\exp3\original\o\o_m02s79.src	 g729char\exp3\coded\o\oe3m5333.out	2.87	16000
 g729char\exp3\original\o\o_f01s80.src	 g729char\exp3\coded\o\oe3f8634.out	3.042	16000
 g729char\exp3\original\o\o_f02s80.src	 g729char\exp3\coded\o\oe3fb834.out	2.826	16000
 g729char\exp3\original\o\o_m01s80.src	 g729char\exp3\coded\o\oe3m2234.out	2.411	16000
 g729char\exp3\original\o\o_m02s80.src	 g729char\exp3\coded\o\oe3m5434.out	2.835	16000
 g729char\exp3\original\o\o_f01s81.src	 g729char\exp3\coded\o\oe3f8735.out	2.419	16000
 g729char\exp3\original\o\o_f02s81.src	 g729char\exp3\coded\o\oe3fb935.out	2.323	16000
 g729char\exp3\original\o\o_m01s81.src	 g729char\exp3\coded\o\oe3m2335.out	2.473	16000
 g729char\exp3\original\o\o_m02s81.src	 g729char\exp3\coded\o\oe3m5535.out	2.418	16000
 g729char\exp3\original\o\o_f01s82.src	 g729char\exp3\coded\o\oe3f8836.out	2.221	16000
 g729char\exp3\original\o\o_f02s82.src	 g729char\exp3\coded\o\oe3fba36.out	2.426	16000
 g729char\exp3\original\o\o_m01s82.src	 g729char\exp3\coded\o\oe3m2436.out	2.14	16000
 g729char\exp3\original\o\o_m02s82.src	 g729char\exp3\coded\o\oe3m5636.out	2.397	16000
 g729char\exp3\original\o\o_f01s83.src	 g729char\exp3\coded\o\oe3f8937.out	3.709	16000
 g729char\exp3\original\o\o_f02s83.src	 g729char\exp3\coded\o\oe3fbb37.out	3.866	16000
 g729char\exp3\original\o\o_m01s83.src	 g729char\exp3\coded\o\oe3m2537.out	3.988	16000
 g729char\exp3\original\o\o_m02s83.src	 g729char\exp3\coded\o\oe3m5737.out	4.014	16000
 g729char\exp3\original\o\o_f01s84.src	 g729char\exp3\coded\o\oe3f8a38.out	2.596	16000
 g729char\exp3\original\o\o_f02s84.src	 g729char\exp3\coded\o\oe3fbc38.out	2.889	16000
 g729char\exp3\original\o\o_m01s84.src	 g729char\exp3\coded\o\oe3m2638.out	2.86	16000
 g729char\exp3\original\o\o_m02s84.src	 g729char\exp3\coded\o\oe3m5838.out	2.841	16000
 g729char\exp3\original\o\o_f01s85.src	 g729char\exp3\coded\o\oe3f8b39.out	2.41	16000
 g729char\exp3\original\o\o_f02s85.src	 g729char\exp3\coded\o\oe3fbd39.out	2.399	16000
 g729char\exp3\original\o\o_m01s85.src	 g729char\exp3\coded\o\oe3m2739.out	2.582	16000
 g729char\exp3\original\o\o_m02s85.src	 g729char\exp3\coded\o\oe3m5939.out	2.517	16000
 g729char\exp3\original\o\o_f01s86.src	 g729char\exp3\coded\o\oe3f8c40.out	2.614	16000
 g729char\exp3\original\o\o_f02s86.src	 g729char\exp3\coded\o\oe3fbe40.out	2.565	16000
 g729char\exp3\original\o\o_m01s86.src	 g729char\exp3\coded\o\oe3m2840.out	2.85	16000
 g729char\exp3\original\o\o_m02s86.src	 g729char\exp3\coded\o\oe3m5a40.out	2.659	16000
 g729char\exp3\original\o\o_f01s87.src	 g729char\exp3\coded\o\oe3f8d41.out	2.312	16000
 g729char\exp3\original\o\o_f02s87.src	 g729char\exp3\coded\o\oe3fbf41.out	2.144	16000
 g729char\exp3\original\o\o_m01s87.src	 g729char\exp3\coded\o\oe3m2941.out	2.486	16000
 g729char\exp3\original\o\o_m02s87.src	 g729char\exp3\coded\o\oe3m5b41.out	2.721	16000
 g729char\exp3\original\o\o_f01s88.src	 g729char\exp3\coded\o\oe3f8e42.out	2.958	16000
 g729char\exp3\original\o\o_f02s88.src	 g729char\exp3\coded\o\oe3fc042.out	2.871	16000
 g729char\exp3\original\o\o_m01s88.src	 g729char\exp3\coded\o\oe3m2a42.out	3.129	16000
 g729char\exp3\original\o\o_m02s88.src	 g729char\exp3\coded\o\oe3m5c42.out	2.846	16000
 g729char\exp3\original\o\o_f01s89.src	 g729char\exp3\coded\o\oe3f8f43.out	3.359	16000
 g729char\exp3\original\o\o_f02s89.src	 g729char\exp3\coded\o\oe3fc143.out	3.244	16000
 g729char\exp3\original\o\o_m01s89.src	 g729char\exp3\coded\o\oe3m2b43.out	3.487	16000
 g729char\exp3\original\o\o_m02s89.src	 g729char\exp3\coded\o\oe3m5d43.out	3.327	16000
 g729char\exp3\original\o\o_f01s90.src	 g729char\exp3\coded\o\oe3f9044.out	3.717	16000
 g729char\exp3\original\o\o_f02s90.src	 g729char\exp3\coded\o\oe3fc244.out	3.913	16000
 g729char\exp3\original\o\o_m01s90.src	 g729char\exp3\coded\o\oe3m2c44.out	4.027	16000
 g729char\exp3\original\o\o_m02s90.src	 g729char\exp3\coded\o\oe3m5e44.out	3.893	16000
 g729char\exp3\original\o\o_f01s91.src	 g729char\exp3\coded\o\oe3f9145.out	4.176	16000
 g729char\exp3\original\o\o_f02s91.src	 g729char\exp3\coded\o\oe3fc345.out	4.071	16000
 g729char\exp3\original\o\o_m01s91.src	 g729char\exp3\coded\o\oe3m2d45.out	4.299	16000
 g729char\exp3\original\o\o_m02s91.src	 g729char\exp3\coded\o\oe3m5f45.out	4.234	16000
 g729char\exp3\original\o\o_f01s92.src	 g729char\exp3\coded\o\oe3f9246.out	4.442	16000
 g729char\exp3\original\o\o_f02s92.src	 g729char\exp3\coded\o\oe3fc446.out	4.342	16000
 g729char\exp3\original\o\o_m01s92.src	 g729char\exp3\coded\o\oe3m2e46.out	4.357	16000
 g729char\exp3\original\o\o_m02s92.src	 g729char\exp3\coded\o\oe3m6046.out	4.381	16000
 g729char\exp3\original\o\o_f01s93.src	 g729char\exp3\coded\o\oe3f9347.out	4.46	16000
 g729char\exp3\original\o\o_f02s93.src	 g729char\exp3\coded\o\oe3fc547.out	4.417	16000
 g729char\exp3\original\o\o_m01s93.src	 g729char\exp3\coded\o\oe3m2f47.out	4.349	16000
 g729char\exp3\original\o\o_m02s93.src	 g729char\exp3\coded\o\oe3m6147.out	4.382	16000
 g729char\exp3\original\o\o_f01s94.src	 g729char\exp3\coded\o\oe3f9448.out	2.77	16000
 g729char\exp3\original\o\o_f02s94.src	 g729char\exp3\coded\o\oe3fc648.out	2.861	16000
 g729char\exp3\original\o\o_m01s94.src	 g729char\exp3\coded\o\oe3m3048.out	2.903	16000
 g729char\exp3\original\o\o_m02s94.src	 g729char\exp3\coded\o\oe3m6248.out	2.89	16000
 g729char\exp3\original\o\o_f01s95.src	 g729char\exp3\coded\o\oe3f9549.out	2.263	16000
 g729char\exp3\original\o\o_f02s95.src	 g729char\exp3\coded\o\oe3fc749.out	2.584	16000
 g729char\exp3\original\o\o_m01s95.src	 g729char\exp3\coded\o\oe3m3149.out	2.603	16000
 g729char\exp3\original\o\o_m02s95.src	 g729char\exp3\coded\o\oe3m6349.out	2.66	16000
 g729char\exp3\original\o\o_f01s96.src	 g729char\exp3\coded\o\oe3f9650.out	2.642	16000
 g729char\exp3\original\o\o_f02s96.src	 g729char\exp3\coded\o\oe3fc850.out	2.723	16000
 g729char\exp3\original\o\o_m01s96.src	 g729char\exp3\coded\o\oe3m3250.out	2.765	16000
 g729char\exp3\original\o\o_m02s96.src	 g729char\exp3\coded\o\oe3m6450.out	2.783	16000
